sku,batch_no,quantity,mfg_date,expiry_date,status,received_date,product_name,supplier,disposed_at,disposed_by,expiry_dt
BB-11604,BN-BB-11604-01,1010.0,2026-06-13,2027-04-05,active,2026-06-17,Beans - Baked,FruitKing South,,,2027-04-05
BB-11631,BN-BB-11631-01,461.0,2026-06-05,2028-08-13,active,2026-06-20,Hair Spray - Natural Hold,CareWell Distributors,,,2028-08-13
BB-11636,BN-BB-11636-01,840.0,2026-06-08,2028-06-13,active,2026-06-15,"Kids Toothpaste - 2-5yrs, Bubble Fruit, Motu-Patlu, With Colgate Toothbrush, Super Junior, 0-2 Yrs",CareWell Distributors,,,2028-06-13
BB-11659,BN-BB-11659-01,409.0,2026-06-06,2027-05-19,active,2026-06-16,Premium Natural Jaggery/Bella PDR,GrainCo Vijayawada,,,2027-05-19
BB-11667,BN-BB-11667-01,853.0,2026-06-11,2026-12-25,active,2026-06-19,Essence - Pineapple,SweetSource Regional,,,2026-12-25
BB-1170,BN-BB-1170-01,353.0,2026-06-08,2028-07-13,active,2026-06-18,Wheat Germ Oil,CareWell Distributors,,,2028-07-13
BB-11723,BN-BB-11723-01,1003.0,2026-06-01,,active,2026-06-16,Stainless Steel - Utensil Scrubber,CleanHome Supplies,,,
BB-11732,BN-BB-11732-01,80.0,2025-09-24,2026-10-02,active,2025-09-29,Nilgiri Green Tea - Yakuso Tulsi,SeasonProof Gear,,,2026-10-02
BB-11751,BN-BB-11751-01,351.0,2026-06-06,2027-03-18,active,2026-06-19,Mayonnaise - Mayolite,MedLife Wholesale,,,2027-03-18
BB-11754,BN-BB-11754-01,1327.0,2026-06-11,2027-05-16,active,2026-06-19,Organic - Moth/Patanga Huruli - Whole,GrainCo Vijayawada,,,2027-05-16
BB-11781,BN-BB-11781-01,1356.0,2026-06-07,2027-06-28,active,2026-06-19,"Glass Cleaner, Streak Free Formulation",CleanHome Supplies,,,2027-06-28
BB-11790,BN-BB-11790-01,1394.0,2026-06-14,2028-04-13,active,2026-06-20,Cara Mia Eau De Parfum,CareWell Distributors,,,2028-04-13
BB-11791,BN-BB-11791-01,574.0,2026-06-06,2027-03-07,active,2026-06-18,Premium Flavoured Tea Blend - Adrak Tulsi Chai,BabyBase Supplies,,,2027-03-07
BB-11792,BN-BB-11792-01,264.0,2026-06-09,2027-07-07,active,2026-06-17,Fresh Feel Baby Powder,BabyBase Supplies,,,2027-07-07
BB-11811,BN-BB-11811-01,656.0,2026-06-04,2027-02-04,active,2026-06-16,Grand Coffee,BevCorp India,,,2027-02-04
BB-1182,BN-BB-1182-01,1871.0,2026-06-10,2028-06-19,active,2026-06-19,"Lavender Bath Salt For Rejuvenation, Relaxation & Pain Relief",CareWell Distributors,,,2028-06-19
BB-11823,BN-BB-11823-01,503.0,2026-06-05,2028-07-29,active,2026-06-16,Aromatherapy Body Oil - Pure Lavender & Almond,CareWell Distributors,,,2028-07-29
BB-11849,BN-BB-11849-01,133.0,2025-12-25,2026-10-02,active,2025-12-31,Namkeen - Nav Rattan,SweetSource Regional,,,2026-10-02
BB-1187,BN-BB-1187-01,552.0,2026-06-04,2028-07-06,active,2026-06-17,Vegan Sports Energy Gel - Strawberry Banana Flavour,CareWell Distributors,,,2028-07-06
BB-11871,BN-BB-11871-01,100.0,2026-06-09,2027-03-06,active,2026-06-15,Light - Apple Juice Based Drink,BevCorp India,,,2027-03-06
BB-119,BN-BB-119-01,803.0,2026-06-10,2026-12-14,active,2026-06-20,Bournville Rich Cocoa 70% Dark Chocolate Bar,SweetSource Regional,,,2026-12-14
BB-11908,BN-BB-11908-01,1704.0,2026-06-07,2026-11-30,active,2026-06-17,Heat to Eat - Thai Red Curry With Corn Rice,SweetSource Regional,,,2026-11-30
BB-11913,BN-BB-11913-01,193.0,2025-06-20,2026-08-23,active,2025-06-25,Powder - Coriander,GrainCo Vijayawada,,,2026-08-23
BB-11923,BN-BB-11923-01,1282.0,2026-06-04,2027-03-03,active,2026-06-19,Pure Spirulina Powder,FestiveWorld Supplies,,,2027-03-03
BB-11944,BN-BB-11944-01,2730.0,2026-06-01,2028-06-09,active,2026-06-16,Beard Growth Oil Powered with Vetiver & 4 Essential Oils,CareWell Distributors,,,2028-06-09
BB-11971,BN-BB-11971-01,5341.0,2026-06-08,2028-07-16,active,2026-06-15,"Taft Looks - Wet Power Gel, Extra Hold 3",CareWell Distributors,,,2028-07-16
BB-11994,BN-BB-11994-01,331.0,2026-06-10,2028-06-15,active,2026-06-18,Youthrx Anti Ageing Firming Face Masque,CareWell Distributors,,,2028-06-15
BB-12007,BN-BB-12007-01,345.0,2026-06-12,2026-12-09,active,2026-06-20,Cut Mango Pickle,SweetSource Regional,,,2026-12-09
BB-12019,BN-BB-12019-01,1791.0,2026-06-02,2027-03-07,active,2026-06-17,Spicy Gherkins,SeasonProof Gear,,,2027-03-07
BB-12027,BN-BB-12027-01,1495.0,2026-06-05,2028-08-16,active,2026-06-15,Regenerist - Advanced Anti-Ageing Revitalizing Night Skin Cream Moisturizer,CareWell Distributors,,,2028-08-16
BB-12042,BN-BB-12042-01,2091.0,2026-06-04,2028-07-28,active,2026-06-18,"Gold Glow Face Wash For Radiant Skin With Gold, Chandan, Turmeric",CareWell Distributors,,,2028-07-28
BB-12051,BN-BB-12051-01,304.0,2026-06-04,2028-05-05,active,2026-06-15,Code Vaporisateur Natural Spray for Men,CareWell Distributors,,,2028-05-05
BB-12078,BN-BB-12078-01,894.0,2026-06-09,2028-07-04,active,2026-06-18,Skin Brightening Rice Water Foaming Face Wash,CareWell Distributors,,,2028-07-04
BB-12093,BN-BB-12093-01,544.0,2026-06-01,2028-04-01,active,2026-06-18,Pure Hands Moisturizing Hand Wash - Tulsi & Aloe,CareWell Distributors,,,2028-04-01
BB-12118,BN-BB-12118-01,238.0,2026-06-09,2026-08-21,active,2026-06-15,"Multigrain Bread - Safe, Preservative Free",DairyBest Krishna,,,2026-08-21
BB-12134,BN-BB-12134-01,458.0,2026-06-06,2028-04-29,active,2026-06-18,Bio Active Intense Night Therapy Cream,CareWell Distributors,,,2028-04-29
BB-12143,BN-BB-12143-01,308.0,2026-06-04,2027-02-10,active,2026-06-18,"Triphala Juice With Amla Harad Baheda - Supports Digestion, Immunity & Hair",BevCorp India,,,2027-02-10
BB-12164,BN-BB-12164-01,1627.0,2026-06-07,,active,2026-06-20,Glass Bowl Set - Bistro,SweetSource Regional,,,
BB-12165,BN-BB-12165-01,337.0,2026-06-06,2028-04-16,active,2026-06-18,Beard Softener For Conditioning & Nourishment - Bergamot & Lavender,CareWell Distributors,,,2028-04-16
BB-12174,BN-BB-12174-01,1014.0,2026-06-05,2027-05-01,active,2026-06-17,Plastic Broom,CleanHome Supplies,,,2027-05-01
BB-12175,BN-BB-12175-01,1916.0,2026-06-10,2028-07-30,active,2026-06-19,"Fairness Naturals Hair Removal Cream Fair & Soft - Sandal, Dry Skin",CareWell Distributors,,,2028-07-30
BB-1218,BN-BB-1218-01,291.0,2026-06-01,2027-04-29,active,2026-06-16,Single Line Spiral Book - 21x29.7 cm,CleanHome Supplies,,,2027-04-29
BB-12187,BN-BB-12187-01,1548.0,2026-06-03,2027-06-14,active,2026-06-16,Kashmiri Rajma/Capparadavare,GrainCo Vijayawada,,,2027-06-14
BB-12188,BN-BB-12188-01,486.0,2026-06-09,,active,2026-06-17,Cereal Flip Lid Container/Storage Jar - Assorted Colour,CleanHome Supplies,,,
BB-12193,BN-BB-12193-01,631.0,2026-06-06,2028-08-07,active,2026-06-15,Beard & Hair Oil - The Irish Royale Fragrance,CareWell Distributors,,,2028-08-07
BB-12220,BN-BB-12220-01,155.0,2026-06-01,2027-06-20,active,2026-06-18,"Santoor Baby Soap, 75g",BabyBase Supplies,,,2027-06-20
BB-12231,BN-BB-12231-01,1067.0,2026-06-06,2027-07-03,active,2026-06-17,Perfume Deluxe - Glamour Fabric Conditioner,CleanHome Supplies,,,2027-07-03
BB-12243,BN-BB-12243-01,2496.0,2026-06-06,,active,2026-06-19,"Executive Storage Lunch Container - Stainless Steel, Medium, Blue",BabyBase Supplies,,,
BB-12250,BN-BB-12250-01,974.0,2026-06-05,2028-06-26,active,2026-06-20,Fresh Boost Deodorant - 48h Long Lasting Freshness With Fresh Musk Scent,CareWell Distributors,,,2028-06-26
BB-12255,BN-BB-12255-01,141.0,2026-06-04,2026-11-20,active,2026-06-20,Papad - Jeera,SweetSource Regional,,,2026-11-20
BB-12282,BN-BB-12282-01,541.0,2026-06-12,2027-06-03,active,2026-06-19,Organic - Bay Leaf/Lavangada Ele,GrainCo Vijayawada,,,2027-06-03
BB-12288,BN-BB-12288-01,4330.0,2026-06-09,2027-05-09,active,2026-06-18,Disposable Maternity & Nursing Breast Pads For Women,BabyBase Supplies,,,2027-05-09
BB-123,BN-BB-123-01,648.0,2026-06-08,2027-02-11,active,2026-06-18,Coloured Balls,CleanHome Supplies,,,2027-02-11
BB-1232,BN-BB-1232-01,14.0,2026-06-06,2026-08-22,active,2026-06-19,Smoothie - Mango,DairyBest Krishna,,,2026-08-22
BB-12354,BN-BB-12354-01,2321.0,2026-06-12,2026-12-21,active,2026-06-19,Dlite Rich Cocoa Dark Chocolate Bar,SweetSource Regional,,,2026-12-21
BB-1237,BN-BB-1237-01,538.0,2026-06-04,2028-07-14,active,2026-06-19,Root Hair Oil,CareWell Distributors,,,2028-07-14
BB-12380,BN-BB-12380-01,2026.0,2026-06-13,2028-05-25,active,2026-06-20,Neem Wood Multi Purpore Comb,CareWell Distributors,,,2028-05-25
BB-12384,BN-BB-12384-01,243.0,2026-05-30,2027-06-29,active,2026-06-16,Sugar/Sakkare - Castor,GrainCo Vijayawada,,,2027-06-29
BB-12396,BN-BB-12396-01,3116.0,2026-06-10,2026-11-26,active,2026-06-18,Microwave Diet Popcorn - 93% Fat Free,SweetSource Regional,,,2026-11-26
BB-12411,BN-BB-12411-01,316.0,2025-09-19,2026-08-24,active,2025-09-29,Khichdi Ka Masala,SweetSource Regional,,,2026-08-24
BB-12412,BN-BB-12412-01,521.0,2026-06-12,2027-03-15,active,2026-06-17,Mocktails - Classic Colada,BevCorp India,,,2027-03-15
BB-12419,BN-BB-12419-01,390.0,2026-06-05,2028-07-30,active,2026-06-20,Kajol With Free Sharpener+ Renewed Clrity Night Gel,CareWell Distributors,,,2028-07-30
BB-12443,BN-BB-12443-01,3673.0,2026-06-09,2028-07-04,active,2026-06-16,Fragrance Body Spray - High Street For Women,CareWell Distributors,,,2028-07-04
BB-1246,BN-BB-1246-01,178.0,2026-06-06,2028-06-27,active,2026-06-20,Spunky Avatar Perfume Spray,CareWell Distributors,,,2028-06-27
BB-12465,BN-BB-12465-01,776.0,2026-06-10,2027-06-18,active,2026-06-18,Rice/Akki - Dosa,GrainCo Vijayawada,,,2027-06-18
BB-1247,BN-BB-1247-01,968.0,2026-06-13,2027-04-01,active,2026-06-18,"Almond Butter - All Natural, Vegan",MedLife Wholesale,,,2027-04-01
BB-12473,BN-BB-12473-01,1271.0,2026-06-14,2027-06-22,active,2026-06-18,Organic - Jaggery/Bella Granules,GrainCo Vijayawada,,,2027-06-22
BB-1250,BN-BB-1250-01,1215.0,2026-06-04,2027-06-28,active,2026-06-15,Floor Squeegee - Plastic Wiper (Green) (30 cm),CleanHome Supplies,,,2027-06-28
BB-12512,BN-BB-12512-01,751.0,2026-05-11,2028-03-07,active,2026-05-26,Hydro Replenish Refreshing Face Mist,CareWell Distributors,,,2028-03-07
BB-12516,BN-BB-12516-01,187.0,2026-06-14,2027-04-03,active,2026-06-18,Nachos Tangy Tomato,BevCorp India,,,2027-04-03
BB-12517,BN-BB-12517-01,4517.0,2026-06-12,,active,2026-06-17,Non-Stick 6 Cavity Muffin Tray - Assorted Colour,OilTrade AP,,,
BB-12519,BN-BB-12519-01,787.0,2026-06-10,2026-12-16,active,2026-06-18,Chewy Mints - Lemon,SweetSource Regional,,,2026-12-16
BB-12557,BN-BB-12557-01,488.0,2026-06-03,2028-06-15,active,2026-06-15,Moisturising Shampoo - For Dry Hair,CareWell Distributors,,,2028-06-15
BB-12594,BN-BB-12594-01,551.0,2026-06-02,2028-06-22,active,2026-06-17,"Rich Creme Hair Colour - Shade 4.06 Dark Brown, Single Use",CareWell Distributors,,,2028-06-22
BB-12597,BN-BB-12597-01,689.0,2026-06-10,2026-12-16,active,2026-06-16,3-Min Seviyan Upma,SweetSource Regional,,,2026-12-16
BB-12623,BN-BB-12623-01,600.0,2026-06-12,2027-06-12,active,2026-06-20,Organic Nutmeg Powder/Jaiphal Powder/Jayikayi Powder,GrainCo Vijayawada,,,2027-06-12
BB-12660,BN-BB-12660-01,2537.0,2026-06-12,2028-06-28,active,2026-06-18,Bathing Soap - With Glycerin Gentle Moisturising,CareWell Distributors,,,2028-06-28
BB-12664,BN-BB-12664-01,423.0,2026-06-12,2026-07-10,expired,2026-06-17,Apricots,FruitKing South,,,2026-07-10
BB-12671,BN-BB-12671-01,0.0,2025-12-13,2026-06-20,disposed,2025-12-23,Banana Jaggery Chips,SweetSource Regional,2026-06-28 20:43:09,USR002,2026-06-20
BB-12682,BN-BB-12682-01,1164.0,2026-06-13,2027-06-22,active,2026-06-19,Gotile Tap Cleaner - Multipurpose Cleaner,CleanHome Supplies,,,2027-06-22
BB-12709,BN-BB-12709-01,2431.0,2026-06-04,2027-02-11,active,2026-06-16,Jalapeno Slices in Vinegar Jar,GrainCo Vijayawada,,,2027-02-11
BB-12714,BN-BB-12714-01,455.0,2026-06-06,2028-04-12,active,2026-06-18,Youthful Glow+ 24 Hour Non-Stop Moisturizing Body Lotion,CareWell Distributors,,,2028-04-12
BB-12728,BN-BB-12728-01,0.0,2025-12-16,2026-06-20,disposed,2025-12-25,Grated Mango Pickle,SweetSource Regional,2026-06-28 20:43:16,USR002,2026-06-20
BB-12731,BN-BB-12731-01,780.0,2026-06-04,,active,2026-06-17,"Aqua Stainless Steel Bottle With Sipper Cap - Black Colour, PXP 1003 DQ",CareWell Distributors,,,
BB-12738,BN-BB-12738-01,895.0,2026-06-06,2028-04-24,active,2026-06-15,After-Sun Recovery - Chamomile & White Tea Body Gel,CareWell Distributors,,,2028-04-24
BB-12764,BN-BB-12764-01,3500.0,2026-06-05,,active,2026-06-15,Melamine Ice Cream Bowl Set - Orange,CleanHome Supplies,,,
BB-12772,BN-BB-12772-01,903.0,2026-06-11,2027-03-26,active,2026-06-18,Spanish Olives - Whole Green,FestiveWorld Supplies,,,2027-03-26
BB-12785,BN-BB-12785-01,1148.0,2026-06-05,,active,2026-06-15,Soft Drink Glass,FruitKing South,,,
BB-12804,BN-BB-12804-01,132.0,2026-05-30,2026-12-09,active,2026-06-06,"Chikki, Peanut Bar",SweetSource Regional,,,2026-12-09
BB-12818,BN-BB-12818-01,66.0,2026-06-01,2026-07-13,expired,2026-06-15,Bar Cake - Pineapple,DairyBest Krishna,,,2026-07-13
BB-12819,BN-BB-12819-01,523.0,2025-06-17,2026-08-24,active,2025-06-28,Dishwash Bar-Lemon,CleanHome Supplies,,,2026-08-24
BB-12836,BN-BB-12836-01,212.0,2026-06-01,2027-02-25,active,2026-06-15,Guntur Chilli Powder,FreshFarm Veg Market,,,2027-02-25
BB-12839,BN-BB-12839-01,1551.0,2026-06-11,2027-06-14,active,2026-06-16,Yellow Cloth - Big,CleanHome Supplies,,,2027-06-14
BB-1285,BN-BB-1285-01,4990.0,2026-06-03,,active,2026-06-17,"Aluminium Flower Shape Cake Mould - Silver, 6 Inch",FreshFarm Veg Market,,,
BB-12859,BN-BB-12859-01,322.0,2026-06-10,2027-04-02,active,2026-06-17,Jaggery Spiced Almonds Trail Mix,BakeMaster Artisans,,,2027-04-02
BB-12875,BN-BB-12875-01,210.0,2026-06-07,2028-04-14,active,2026-06-18,De-Tan SPF 50 Sun Screen Gel Creme,CareWell Distributors,,,2028-04-14
BB-12893,BN-BB-12893-01,1222.0,2026-06-06,2027-02-21,active,2026-06-18,White Chia Seeds,ChillZone Logistics,,,2027-02-21
BB-1290,BN-BB-1290-01,1492.0,2026-06-10,,active,2026-06-16,Plastic Container Storage Beauty & Fresh Containers,OilTrade AP,,,
BB-12915,BN-BB-12915-01,107.0,2026-06-09,2027-03-20,active,2026-06-12,Dip For Tortilla Chips Guacamole,CleanHome Supplies,,,2027-03-20
BB-12937,BN-BB-12937-01,273.0,2026-06-08,2028-08-19,active,2026-06-16,Bathing Soap - Ayurvedic Sandal,CareWell Distributors,,,2028-08-19
BB-12940,BN-BB-12940-01,130.0,2026-06-05,2027-03-15,active,2026-06-15,Organic Chamomile Mint Citrus Long Leaf Green Tea,BevCorp India,,,2027-03-15
BB-12944,BN-BB-12944-01,387.0,2024-06-13,2026-10-02,active,2024-06-23,Zest Body Deodorant,CareWell Distributors,,,2026-10-02
BB-12971,BN-BB-12971-01,580.0,2026-06-04,2028-05-13,active,2026-06-17,Purepet Wet Cat Food - Real Tuna and Chicken Liver in Gravy,SeasonProof Gear,,,2028-05-13
BB-12989,BN-BB-12989-01,190.0,2026-06-08,2028-08-04,active,2026-06-17,Intimate Wipes - Post-play,CareWell Distributors,,,2028-08-04
BB-12990,BN-BB-12990-01,1461.0,2026-06-08,,active,2026-06-16,Stainless Steel Canister/Container - Hammered,BakeMaster Artisans,,,
BB-12994,BN-BB-12994-01,22.0,2025-09-26,2026-10-02,active,2025-10-01,"Fruit & Vegetable Juice - Blends, Lean",BevCorp India,,,2026-10-02
BB-12997,BN-BB-12997-01,284.0,2026-06-10,2027-03-16,active,2026-06-19,Gherkins - Sweet Heat Chips,DairyBest Krishna,,,2027-03-16
BB-1301,BN-BB-1301-01,1479.0,2026-06-08,2027-07-06,active,2026-06-19,Baby Wash 200ml+Baby Massage Oil 500ml(No Harmful Chemicals & Tear Free Formula),BabyBase Supplies,,,2027-07-06
BB-13018,BN-BB-13018-01,571.0,2026-06-12,2026-11-26,active,2026-06-18,Vermicelli - Toasted,SweetSource Regional,,,2026-11-26
BB-1303,BN-BB-1303-01,2493.0,2026-06-07,2027-05-28,active,2026-06-16,Peristaltic Nipple - Small,BabyBase Supplies,,,2027-05-28
BB-13033,BN-BB-13033-01,649.0,2026-06-13,2028-08-04,active,2026-06-20,Apple Cider Vinegar Shampoo,CareWell Distributors,,,2028-08-04
BB-13034,BN-BB-13034-01,3199.0,2026-05-31,2027-05-30,active,2026-06-15,Wheat Broken Fine,GrainCo Vijayawada,,,2027-05-30
BB-13039,BN-BB-13039-01,1023.0,2026-06-12,,active,2026-06-20,Pet Belly Container Set - Silver,FruitKing South,,,
BB-13049,BN-BB-13049-01,167.0,2026-06-12,2027-03-07,active,2026-06-17,Eco-Natura - Organic Apple Cider Vinegar With The Mother,PaperEdge Stationery,,,2027-03-07
BB-13056,BN-BB-13056-01,108.0,2024-06-08,2026-08-22,active,2024-06-24,Lemongrass Leaves Powder - Supports Refreshment & Detoxification,CareWell Distributors,,,2026-08-22
BB-1307,BN-BB-1307-01,376.0,2026-06-11,2027-07-09,active,2026-06-18,Lavender Potpourri,CleanHome Supplies,,,2027-07-09
BB-13077,BN-BB-13077-01,214.0,2026-06-17,2027-05-28,active,2026-06-20,Tamarind/Hunisehannu,GrainCo Vijayawada,,,2027-05-28
BB-13097,BN-BB-13097-01,5437.0,2026-06-03,,active,2026-06-17,Nylon Skimmer - Black,BevCorp India,,,
BB-13102,BN-BB-13102-01,441.0,2026-06-07,2027-03-16,active,2026-06-16,Nutritional Yeast,OilTrade AP,,,2027-03-16
BB-1312,BN-BB-1312-01,861.0,2026-06-02,,active,2026-06-16,"Chai/Opalware Cup & Saucer Set - Princess, Trinity Green",PaperEdge Stationery,,,
BB-13121,BN-BB-13121-01,0.0,2025-09-24,2026-06-16,disposed,2025-10-02,Alphanso Mango Ice Cream,SweetSource Regional,2026-06-28 20:43:22,USR002,2026-06-16
BB-13130,BN-BB-13130-01,384.0,2026-06-11,2027-07-05,active,2026-06-19,Combo Pack - Baby Toothbrush With Strawberry Toothpaste,BabyBase Supplies,,,2027-07-05
BB-13132,BN-BB-13132-01,100.0,2024-06-20,,active,2024-06-24,"Two Tone Plastic Bowl/ Fruits & Vegetable Basket - No. 2, White Base With Pink Ring, L2302",CleanHome Supplies,,,
BB-13134,BN-BB-13134-01,1386.0,2026-06-01,2027-03-01,active,2026-06-17,Vanilla Pound Cake Mix - Jowar & Sweet Potato Flour,DairyBest Krishna,,,2027-03-01
BB-13135,BN-BB-13135-01,358.0,2026-06-07,2028-04-29,active,2026-06-15,Dasamoolam Kwath,CareWell Distributors,,,2028-04-29
BB-1314,BN-BB-1314-01,13.0,2026-06-04,2026-07-10,expired,2026-06-16,Colocasia - Organically Grown,FruitKing South,,,2026-07-10
BB-13142,BN-BB-13142-01,578.0,2026-06-10,2027-07-01,active,2026-06-17,Powder - Stevia White,GrainCo Vijayawada,,,2027-07-01
BB-13148,BN-BB-13148-01,171.0,2026-06-06,2027-06-02,active,2026-06-18,"100% Natural Porridge Mix - Sathu Maavu, 6-8 Months, No Preservatives, No Artificial Colours",BabyBase Supplies,,,2027-06-02
BB-13149,BN-BB-13149-01,0.0,2025-09-15,2026-06-22,disposed,2025-09-26,Sour Cream,SweetSource Regional,2026-06-28 20:43:35,USR002,2026-06-22
BB-13153,BN-BB-13153-01,1320.0,2026-06-04,2027-06-07,active,2026-06-19,Bajra Flour,GrainCo Vijayawada,,,2027-06-07
BB-13172,BN-BB-13172-01,1172.0,2026-06-04,,active,2026-06-16,"Steel Spoon Set - Desert, Monde Small",SeasonProof Gear,,,
BB-13177,BN-BB-13177-01,752.0,2026-06-10,2027-02-10,active,2026-06-18,Arabian Dates,FruitKing South,,,2027-02-10
BB-13220,BN-BB-13220-01,317.0,2026-06-10,2028-08-12,active,2026-06-17,Ashwagandha - Veg,CareWell Distributors,,,2028-08-12
BB-13246,BN-BB-13246-01,1554.0,2026-06-08,2028-05-22,active,2026-06-19,Wheat Grass Powder,CareWell Distributors,,,2028-05-22
BB-13254,BN-BB-13254-01,1365.0,2026-06-11,2028-06-21,active,2026-06-20,Hair Spa Detoxifying Shampoo,CareWell Distributors,,,2028-06-21
BB-13267,BN-BB-13267-01,0.0,2024-06-21,2026-06-15,disposed,2024-07-02,Swag Avatar Deodorant & Body Spray Perfume For Men,CareWell Distributors,2026-06-28 16:09:19,USR002,2026-06-15
BB-13269,BN-BB-13269-01,415.0,2026-06-07,2027-06-11,active,2026-06-15,Urad Gota - Whole,GrainCo Vijayawada,,,2027-06-11
BB-13271,BN-BB-13271-01,509.0,2026-06-08,,active,2026-06-16,Steel Ghee Pot,DairyBest Krishna,,,
BB-13276,BN-BB-13276-01,1225.0,2026-06-10,2028-08-01,active,2026-06-19,Pulse Deodorant,CareWell Distributors,,,2028-08-01
BB-1328,BN-BB-1328-01,3770.0,2026-06-02,,active,2026-06-18,Alkaline Battery AA Ultima 2115,PaperEdge Stationery,,,
BB-13288,BN-BB-13288-01,200.0,2026-06-06,2026-08-21,active,2026-06-18,Atta Kulcha,DairyBest Krishna,,,2026-08-21
BB-13292,BN-BB-13292-01,1303.0,2026-06-05,2027-06-02,active,2026-06-19,Selpak Kitchen Towel Paper Tissue Roll 100pcs + Vim Dishwash Gel - Lemon 500ml,CleanHome Supplies,,,2027-06-02
BB-13297,BN-BB-13297-01,2263.0,2026-06-11,2026-08-23,active,2026-06-15,Drink - Original,DairyBest Krishna,,,2026-08-23
BB-13309,BN-BB-13309-01,290.0,2026-06-05,2027-02-14,active,2026-06-16,Quadratini Wafer Cookies - Double Choc,CleanHome Supplies,,,2027-02-14
BB-1332,BN-BB-1332-01,1801.0,2026-06-03,,active,2026-06-15,"Kitchen Tool - Stainless Steel, 13 Inch",SeasonProof Gear,,,
BB-13330,BN-BB-13330-01,545.0,2026-06-09,2027-05-03,active,2026-06-17,Makhana - Mint,GrainCo Vijayawada,,,2027-05-03
BB-13334,BN-BB-13334-01,796.0,2026-06-08,2027-02-22,active,2026-06-15,Whey Protein Bars - Variety,ChillZone Logistics,,,2027-02-22
BB-13388,BN-BB-13388-01,292.0,2026-06-11,2027-03-23,active,2026-06-15,"Karakoram Green Tea With Lavender, Seabuckthorn & Nettle",GrainCo Vijayawada,,,2027-03-23
BB-13394,BN-BB-13394-01,186.0,2026-06-08,2027-06-18,active,2026-06-15,Dustpack & Brush - Mini,CleanHome Supplies,,,2027-06-18
BB-13403,BN-BB-13403-01,450.0,2026-06-08,2028-05-04,active,2026-06-19,Papaya & Apricot Anti Tan Scrub,CareWell Distributors,,,2028-05-04
BB-13417,BN-BB-13417-01,526.0,2026-06-05,2026-12-19,active,2026-06-16,Mix - Poha,SweetSource Regional,,,2026-12-19
BB-13421,BN-BB-13421-01,273.0,2026-06-05,2027-03-23,active,2026-06-16,Nutella,PaperEdge Stationery,,,2027-03-23
BB-13444,BN-BB-13444-01,126.0,2026-06-08,2026-10-02,active,2026-06-19,Potato - Wedges,FruitKing South,,,2026-10-02
BB-1347,BN-BB-1347-01,670.0,2026-06-04,2026-11-22,active,2026-06-19,Bendi Treat,SweetSource Regional,,,2026-11-22
BB-13489,BN-BB-13489-01,364.0,2026-06-01,2027-02-04,active,2026-06-15,Rayalaseema Podi/Chutney Masala/Idli Dosa Powder/Gun Powder Masala,BevCorp India,,,2027-02-04
BB-13512,BN-BB-13512-01,1385.0,2026-06-07,2028-04-27,active,2026-06-17,Fragrance Body Spray -  Extreme,CareWell Distributors,,,2028-04-27
BB-13525,BN-BB-13525-01,51.0,2025-06-09,2026-08-22,active,2025-06-21,"Pure Refined - Sugar, Sulphur Free/Sakkare",GrainCo Vijayawada,,,2026-08-22
BB-13537,BN-BB-13537-01,336.0,2026-06-12,2027-06-02,active,2026-06-17,Stamp Pad - Violet,CleanHome Supplies,,,2027-06-02
BB-13546,BN-BB-13546-01,85.0,2026-06-09,2027-03-23,active,2026-06-20,Perfectly Moist Dark Chocolate Fudge Cake Mix - Imported,CleanHome Supplies,,,2027-03-23
BB-13550,BN-BB-13550-01,401.0,2026-06-13,2028-04-17,active,2026-06-20,Clean And Dry Wash,CareWell Distributors,,,2028-04-17
